pathway,train_roc_auc_score,validation_roc_auc_score,train_gradient_boosting_roc_auc_score,validation_gradient_boosting_roc_auc_score
GO_PROTEIN_TRANSPORTER_ACTIVITY,0.748518897,0.548427673,0.792543412,0.477987421
GO_IMMUNOGLOBULIN_RECEPTOR_BINDING,0.582533197,0.563522013,0.582533197,0.516981132
GO_RECEPTOR_ACTIVATOR_ACTIVITY,0.739019408,0.405660377,0.7226762,0.462264151
GO_ALCOHOL_DEHYDROGENASE_NADP_ACTIVITY,0.583758938,0.566666667,0.592951992,0.489937107
GO_NEUROTRANSMITTER_RECEPTOR_ACTIVITY,0.876404494,0.665408805,0.901532176,0.667924528
GO_DIACYLGLYCEROL_BINDING,0.71215526,0.543396226,0.71031665,0.490566038
GO_PHOSPHOLIPASE_INHIBITOR_ACTIVITY,0.553728294,0.564779874,0.553728294,0.501886792
GO_ACTININ_BINDING,0.809295199,0.562893082,0.820837589,0.549056604
GO_PROTEIN_SERINE_THREONINE_KINASE_INHIBITOR_ACTIVITY,0.580286006,0.646540881,0.580286006,0.646540881
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS_DISULFIDE_AS_ACCEPTOR,0.527068437,0.475471698,0.527272727,0.440251572
GO_TRANSCRIPTION_COFACTOR_BINDING,0.68968335,0.568553459,0.696220633,0.533333333
GO_HSP90_PROTEIN_BINDING,0.725944842,0.41572327,0.731664964,0.420754717
GO_AMINE_BINDING,0.670071502,0.498742138,0.661899898,0.518867925
GO_DIOXYGENASE_ACTIVITY,0.795403473,0.554716981,0.83278856,0.553459119
GO_PHOSPHOTRANSFERASE_ACTIVITY_FOR_OTHER_SUBSTITUTED_PHOSPHATE_GROUPS,0.619713994,0.586792453,0.61174668,0.600628931
GO_PALMITOYLTRANSFERASE_ACTIVITY,0.588151175,0.538993711,0.587538304,0.533962264
GO_NUCLEAR_LOCALIZATION_SEQUENCE_BINDING,0.661899898,0.602515723,0.664351379,0.555974843
GO_RECEPTOR_AGONIST_ACTIVITY,0.581001021,0.513207547,0.580388151,0.495597484
GO_PHOSPHATASE_BINDING,0.840245148,0.53836478,0.887027579,0.538993711
GO_RNA_DIRECTED_DNA_POLYMERASE_ACTIVITY,0.538508682,0.513207547,0.538508682,0.513207547
GO_RAS_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY,0.897446374,0.590566038,0.94412666,0.62327044
GO_PROTEIN_METHYLTRANSFERASE_ACTIVITY,0.835342186,0.547798742,0.861184883,0.461006289
GO_LYSOPHOSPHOLIPID_ACYLTRANSFERASE_ACTIVITY,0.611031665,0.412578616,0.611440245,0.412578616
GO_STRUCTURAL_CONSTITUENT_OF_MUSCLE,0.872625128,0.520125786,0.872727273,0.503773585
GO_ENZYME_ACTIVATOR_ACTIVITY,0.894994893,0.489308176,0.96557712,0.572955975
GO_SH2_DOMAIN_BINDING,0.736874362,0.595597484,0.760163432,0.601886792
GO_CARBON_CARBON_LYASE_ACTIVITY,0.742390194,0.643396226,0.759856997,0.522641509
GO_PROTEIN_COMPLEX_BINDING,0.921348315,0.605031447,0.976506639,0.523899371
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ACYL_GROUPS,0.852604699,0.516352201,0.925229826,0.48427673
GO_FATTY_ACID_TRANSPORTER_ACTIVITY,0.660061287,0.519496855,0.660878447,0.547169811
GO_PROTEIN_TYROSINE_SERINE_THREONINE_PHOSPHATASE_ACTIVITY,0.736465781,0.347798742,0.68947906,0.394968553
GO_NUCLEOSIDE_KINASE_ACTIVITY,0.567517875,0.510691824,0.565066394,0.510691824
GO_NUCLEIC_ACID_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,0.879877426,0.668553459,0.972114402,0.703144654
GO_FIBROBLAST_GROWTH_FACTOR_BINDING,0.735852911,0.651572327,0.750970378,0.667924528
GO_ADP_BINDING,0.754545455,0.590566038,0.740653728,0.480503145
GO_BETA_1_3_GALACTOSYLTRANSFERASE_ACTIVITY,0.594790603,0.472955975,0.586006129,0.477987421
GO_CATION_TRANSPORTING_ATPASE_ACTIVITY,0.821756895,0.591194969,0.8113381,0.579245283
GO_ATPASE_COUPLED_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.850255363,0.623899371,0.850868233,0.548427673
GO_STEROL_TRANSPORTER_ACTIVITY,0.719509704,0.442767296,0.71092952,0.408805031
GO_RNA_POLYMERASE_BINDING,0.678243105,0.467295597,0.678243105,0.479874214
GO_CARBOHYDRATE_KINASE_ACTIVITY,0.645863126,0.466666667,0.646680286,0.408805031
GO_BINDING_BRIDGING,0.859652707,0.703144654,0.912053115,0.666037736
GO_THREONINE_TYPE_PEPTIDASE_ACTIVITY,0.574872319,0.511949686,0.574872319,0.511949686
GO_MONOOXYGENASE_ACTIVITY,0.849131767,0.656603774,0.897344229,0.603144654
GO_ADENOSINE_DEAMINASE_ACTIVITY,0.633707865,0.483018868,0.634320735,0.362264151
GO_STRUCTURAL_CONSTITUENT_OF_RIBOSOME,0.72226762,0.527044025,0.737895812,0.462893082
GO_14_3_3_PROTEIN_BINDING,0.7226762,0.602515723,0.735750766,0.549685535
GO_COPPER_ION_BINDING,0.797854954,0.576100629,0.795097038,0.486792453
GO_MISMATCHED_DNA_BINDING,0.661389173,0.371698113,0.662819203,0.377987421
GO_HYDROLASE_ACTIVITY_ACTING_ON_GLYCOSYL_BONDS,0.828600613,0.560377358,0.897752809,0.623899371
GO_RAB_GTPASE_BINDING,0.845250255,0.544654088,0.885903984,0.403144654
GO_NAD_ADP_RIBOSYLTRANSFERASE_ACTIVITY,0.695097038,0.456603774,0.704187947,0.398742138
GO_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY,0.909601634,0.618867925,0.960878447,0.516981132
GO_TELOMERASE_RNA_BINDING,0.621552605,0.454716981,0.604187947,0.410691824
GO_BETA_TUBULIN_BINDING,0.688355465,0.46918239,0.698774259,0.438993711
GO_INTRAMOLECULAR_TRANSFERASE_ACTIVITY,0.590909091,0.5,0.590909091,0.490566038
GO_SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY,0.852808989,0.721383648,0.903575077,0.723899371
GO_HELICASE_ACTIVITY,0.849540347,0.604402516,0.909805924,0.538993711
GO_RNA_POLYMERASE_CORE_ENZYME_BINDING,0.607558733,0.565408805,0.616751788,0.547798742
GO_VOLTAGE_GATED_CHLORIDE_CHANNEL_ACTIVITY,0.681716037,0.481132075,0.680081716,0.481132075
GO_PYRIDOXAL_PHOSPHATE_BINDING,0.793156282,0.513207547,0.821144025,0.483647799
GO_LIPASE_INHIBITOR_ACTIVITY,0.559039837,0.468553459,0.559039837,0.467295597
GO_CHROMATIN_DNA_BINDING,0.80040858,0.488050314,0.848518897,0.449685535
GO_ATPASE_BINDING,0.813278856,0.753459119,0.840449438,0.778616352
GO_LAMIN_BINDING,0.617364658,0.506918239,0.602860061,0.449056604
GO_PHOSPHATIDYLINOSITOL_KINASE_ACTIVITY,0.795403473,0.588050314,0.83319714,0.493710692
GO_CYCLIC_NUCLEOTIDE_BINDING,0.823901941,0.670440252,0.832175689,0.460377358
GO_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY,0.817977528,0.516981132,0.844433095,0.560377358
GO_OLIGOPEPTIDE_BINDING,0.549540347,0.490566038,0.549540347,0.490566038
GO_CO_SMAD_BINDING,0.564147089,0.506918239,0.572727273,0.506918239
GO_GROWTH_FACTOR_ACTIVITY,0.806537283,0.559119497,0.870480082,0.467924528
GO_INTRACELLULAR_CALCIUM_ACTIVATED_CHLORIDE_CHANNEL_ACTIVITY,0.777425945,0.650314465,0.779162411,0.606289308
GO_G_PROTEIN_COUPLED_PHOTORECEPTOR_ACTIVITY,0.577221655,0.394339623,0.577221655,0.394339623
GO_ALDO_KETO_REDUCTASE_NADP_ACTIVITY,0.662614913,0.614465409,0.661899898,0.562893082
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ACYL_GROUPS_OTHER_THAN_AMINO_ACYL_GROUPS,0.847906027,0.500628931,0.902042901,0.466666667
GO_MOLECULAR_FUNCTION_REGULATOR,0.907048008,0.621383648,0.985699694,0.640251572
GO_CYSTEINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,0.645965271,0.518867925,0.643411645,0.533962264
GO_FIBRONECTIN_BINDING,0.739121553,0.618238994,0.746680286,0.635849057
GO_POTASSIUM_TRANSPORTING_ATPASE_ACTIVITY,0.686312564,0.433962264,0.685903984,0.427672956
GO_MICROTUBULE_MOTOR_ACTIVITY,0.880286006,0.642767296,0.926455567,0.655974843
GO_OXIDOREDUCTASE_ACTIVITY_OXIDIZING_METAL_IONS,0.662002043,0.530188679,0.646067416,0.467295597
GO_ALPHA_TUBULIN_BINDING,0.65546476,0.552201258,0.663840654,0.568553459
GO_EXCITATORY_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY,0.83360572,0.601257862,0.88784474,0.555974843
GO_OXIDOREDUCTASE_ACTIVITY_OXIDIZING_METAL_IONS_NAD_OR_NADP_AS_ACCEPTOR,0.610827375,0.450943396,0.603268641,0.468553459
GO_ATPASE_ACTIVITY_COUPLED_TO_MOVEMENT_OF_SUBSTANCES,0.882533197,0.606918239,0.92308478,0.635220126
GO_TRANSITION_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.727170582,0.527672956,0.729417773,0.475471698
GO_DOUBLE_STRANDED_DNA_BINDING,0.866087845,0.650314465,0.969254341,0.620125786
GO_TRANSITION_METAL_ION_BINDING,0.92226762,0.611949686,0.978651685,0.593081761
GO_TELOMERIC_DNA_BINDING,0.702349336,0.446540881,0.716445352,0.46918239
GO_MODIFIED_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.667517875,0.362893082,0.667109295,0.364150943
GO_SCAFFOLD_PROTEIN_BINDING,0.81195097,0.598742138,0.794177732,0.500628931
GO_TRANSCRIPTIONAL_REPRESSOR_ACTIVITY_RNA_POLYMERASE_II_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING,0.757916241,0.543396226,0.807252298,0.532075472
GO_LOW_DENSITY_LIPOPROTEIN_PARTICLE_RECEPTOR_BINDING,0.679570991,0.606918239,0.684473953,0.613207547
GO_PHOSPHATIDYLSERINE_BINDING,0.769050051,0.636477987,0.771297242,0.564150943
GO_GLYCOLIPID_BINDING,0.691828396,0.530188679,0.683656793,0.487421384
GO_RECEPTOR_SIGNALING_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,0.790296221,0.496855346,0.866292135,0.432075472
GO_CALMODULIN_BINDING,0.906741573,0.530188679,0.94494382,0.466666667
GO_RNA_POLYMERASE_II_CORE_PROMOTER_SEQUENCE_SPECIFIC_DNA_BINDING,0.760776302,0.495597484,0.817773238,0.41509434
GO_MAP_KINASE_KINASE_KINASE_ACTIVITY,0.719816139,0.475471698,0.697548519,0.442767296
GO_MHC_CLASS_II_PROTEIN_COMPLEX_BINDING,0.603268641,0.606918239,0.603268641,0.606918239
GO_PHOSPHOTYROSINE_BINDING,0.653626149,0.5,0.6546476,0.502515723
GO_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY,0.890602656,0.582389937,0.956792646,0.537106918
GO_LIGAND_GATED_CALCIUM_CHANNEL_ACTIVITY,0.783861083,0.509433962,0.757507661,0.488050314
GO_RIBOSOMAL_SMALL_SUBUNIT_BINDING,0.561491318,0.490566038,0.561491318,0.490566038
GO_OMEGA_PEPTIDASE_ACTIVITY,0.663942799,0.540880503,0.684780388,0.475471698
GO_PHOSPHATIDYLCHOLINE_1_ACYLHYDROLASE_ACTIVITY,0.618283963,0.445283019,0.613176711,0.462893082
GO_ELECTRON_CARRIER_ACTIVITY,0.846680286,0.389308176,0.869969356,0.419496855
GO_HMG_BOX_DOMAIN_BINDING,0.616547497,0.622012579,0.625740552,0.598742138
GO_CHANNEL_INHIBITOR_ACTIVITY,0.724004086,0.619496855,0.729928498,0.625786164
GO_SUMO_BINDING,0.650766088,0.540251572,0.649948927,0.544025157
GO_PALMITOYL_COA_HYDROLASE_ACTIVITY,0.579264556,0.428930818,0.578855975,0.426415094
GO_MANNOSYLTRANSFERASE_ACTIVITY,0.601430031,0.380503145,0.601430031,0.439622642
GO_RECEPTOR_SERINE_THREONINE_KINASE_BINDING,0.69979571,0.528930818,0.697139939,0.598113208
GO_RETINAL_BINDING,0.62226762,0.564150943,0.62226762,0.564150943
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_GLYCOSYL_GROUPS,0.856996936,0.63081761,0.937793667,0.589937107
GO_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_BINDING,0.761593463,0.495597484,0.808988764,0.569811321
GO_WW_DOMAIN_BINDING,0.680388151,0.568553459,0.686312564,0.591823899
GO_PEPTIDE_N_ACETYLTRANSFERASE_ACTIVITY,0.775893769,0.674213836,0.817466803,0.562264151
GO_GLUCOCORTICOID_RECEPTOR_BINDING,0.625740552,0.536477987,0.640653728,0.532075472
GO_LIGASE_REGULATOR_ACTIVITY,0.630949949,0.573584906,0.631154239,0.574842767
GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.914096016,0.640251572,0.963125638,0.634591195
GO_CAMP_RESPONSE_ELEMENT_BINDING,0.614504597,0.601257862,0.614504597,0.60754717
GO_PROTEIN_DISULFIDE_OXIDOREDUCTASE_ACTIVITY,0.674361593,0.494339623,0.662308478,0.559748428
GO_PHOSPHATIDYLINOSITOL_BISPHOSPHATE_BINDING,0.837691522,0.657232704,0.850766088,0.662893082
GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.872012257,0.586163522,0.935444331,0.538993711
GO_INTERMEDIATE_FILAMENT_BINDING,0.651685393,0.462893082,0.637997957,0.488050314
GO_AMIDE_BINDING,0.835035751,0.510062893,0.905107252,0.472955975
GO_LIPOPOLYSACCHARIDE_BINDING,0.672625128,0.548427673,0.680183861,0.552201258
GO_LIGAND_DEPENDENT_NUCLEAR_RECEPTOR_BINDING,0.755158325,0.664150943,0.745965271,0.552201258
GO_POLYPEPTIDE_N_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY,0.704902962,0.6,0.697548519,0.54591195
GO_MODIFIED_AMINO_ACID_BINDING,0.779673136,0.643396226,0.784984678,0.559748428
GO_ION_CHANNEL_BINDING,0.884678243,0.648427673,0.896118488,0.633333333
GO_FILAMIN_BINDING,0.637180797,0.544025157,0.637180797,0.558490566
GO_PROTEOGLYCAN_BINDING,0.818692543,0.595597484,0.825025536,0.572327044
GO_SUMO_TRANSFERASE_ACTIVITY,0.619407559,0.52327044,0.62288049,0.539622642
GO_MYOSIN_HEAVY_CHAIN_BINDING,0.608580184,0.495597484,0.602655771,0.494339623
GO_LRR_DOMAIN_BINDING,0.58988764,0.508176101,0.58988764,0.509433962
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_AMINO_ACYL_GROUPS,0.736670072,0.618238994,0.739836568,0.544025157
GO_INTEGRIN_BINDING,0.856588355,0.510691824,0.894484168,0.428301887
GO_ALCOHOL_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.749846782,0.488050314,0.746578141,0.463522013
GO_CALMODULIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY,0.738304392,0.461006289,0.736465781,0.411949686
GO_MICROFILAMENT_MOTOR_ACTIVITY,0.843309499,0.498113208,0.812665986,0.455974843
GO_THIOL_DEPENDENT_UBIQUITIN_SPECIFIC_PROTEASE_ACTIVITY,0.769969356,0.611949686,0.826046987,0.444654088
GO_FERROUS_IRON_BINDING,0.663125638,0.391823899,0.649642492,0.41572327
GO_ACETYLCHOLINE_BINDING,0.740653728,0.608805031,0.7546476,0.537735849
GO_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_CORE_PROMOTER_PROXIMAL_REGION_SEQUENCE_SPECIFIC_BINDING,0.863840654,0.699371069,0.929928498,0.677358491
GO_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.87752809,0.56918239,0.971399387,0.479874214
GO_NAD_BINDING,0.685291113,0.449056604,0.66762002,0.442767296
GO_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.886618999,0.632075472,0.961695608,0.655974843
GO_CHAPERONE_BINDING,0.778038815,0.619496855,0.808069459,0.61572327
GO_PROTEIN_TYROSINE_PHOSPHATASE_ACTIVITY,0.858120531,0.446540881,0.893871297,0.47672956
GO_IDENTICAL_PROTEIN_BINDING,0.91195097,0.558490566,0.97834525,0.708176101
GO_GALACTOSYLTRANSFERASE_ACTIVITY,0.635240041,0.494339623,0.638508682,0.391194969
GO_PHOSPHOTRANSFERASE_ACTIVITY_PHOSPHATE_GROUP_AS_ACCEPTOR,0.724412666,0.593081761,0.750663943,0.522641509
GO_ALKALI_METAL_ION_BINDING,0.752706844,0.496226415,0.753524004,0.413207547
GO_RIBONUCLEOPROTEIN_COMPLEX_BINDING,0.744024515,0.486792453,0.740143003,0.481132075
GO_DNA_APURINIC_OR_APYRIMIDINIC_SITE_LYASE_ACTIVITY,0.572420838,0.475471698,0.575893769,0.474213836
GO_NEUROPILIN_BINDING,0.725944842,0.555345912,0.704085802,0.527044025
GO_PEPTIDE_ANTIGEN_BINDING,0.651889683,0.548427673,0.675587334,0.646540881
GO_DYNEIN_BINDING,0.722574055,0.550943396,0.703983657,0.597484277
GO_TRANSCRIPTIONAL_REPRESSOR_ACTIVITY_RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_BINDING,0.820837589,0.564779874,0.862717058,0.540251572
GO_RAGE_RECEPTOR_BINDING,0.536772217,0.513836478,0.536772217,0.513836478
GO_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING,0.722778345,0.633333333,0.734320735,0.498113208
GO_LOW_DENSITY_LIPOPROTEIN_RECEPTOR_ACTIVITY,0.759754852,0.61509434,0.725842697,0.608805031
GO_CGMP_BINDING,0.799080695,0.613207547,0.803472932,0.532704403
GO_DRUG_BINDING,0.853319714,0.479245283,0.891828396,0.395597484
GO_SPECTRIN_BINDING,0.817466803,0.731446541,0.806843718,0.598113208
GO_O_ACYLTRANSFERASE_ACTIVITY,0.746067416,0.513207547,0.768947906,0.498742138
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_NITROGENOUS_GROUPS,0.732482125,0.524528302,0.730643514,0.60754717
GO_TRANSLATION_INITIATION_FACTOR_BINDING,0.613074566,0.588679245,0.611644535,0.589937107
GO_BILE_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.724106231,0.536477987,0.707150153,0.503773585
GO_PEPTIDASE_ACTIVATOR_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,0.664453524,0.51509434,0.669560776,0.486792453
GO_METAL_CLUSTER_BINDING,0.781103166,0.552830189,0.764657814,0.667295597
GO_ENZYME_INHIBITOR_ACTIVITY,0.875893769,0.70754717,0.952093973,0.567295597
GO_OXYGEN_BINDING,0.823186925,0.564779874,0.846578141,0.528301887
GO_ENDODEOXYRIBONUCLEASE_ACTIVITY,0.676098059,0.453459119,0.713891726,0.409433962
GO_CARBON_NITROGEN_LIGASE_ACTIVITY_WITH_GLUTAMINE_AS_AMIDO_N_DONOR,0.619816139,0.471698113,0.610827375,0.467924528
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR,0.564453524,0.49245283,0.564453524,0.49245283
GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.852604699,0.644025157,0.931154239,0.501886792
GO_LONG_CHAIN_FATTY_ACID_COA_LIGASE_ACTIVITY,0.66700715,0.489308176,0.656179775,0.494339623
GO_DEATH_RECEPTOR_BINDING,0.626455567,0.488050314,0.608069459,0.474213836
GO_SUPEROXIDE_GENERATING_NADPH_OXIDASE_ACTIVITY,0.594382022,0.471698113,0.594586313,0.471698113
GO_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY_TRANSPOSING_S_S_BONDS,0.631664964,0.509433962,0.631664964,0.506918239
GO_RHO_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY,0.848518897,0.566037736,0.903472932,0.596855346
GO_BICARBONATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.806026558,0.517610063,0.828702758,0.522012579
GO_HORMONE_BINDING,0.804085802,0.479874214,0.849029622,0.500628931
GO_INOSITOL_PHOSPHATE_PHOSPHATASE_ACTIVITY,0.674055158,0.628301887,0.659550562,0.613207547
GO_3_5_DNA_HELICASE_ACTIVITY,0.610418795,0.506918239,0.608273749,0.513207547
GO_FOUR_WAY_JUNCTION_DNA_BINDING,0.561899898,0.53081761,0.556179775,0.450314465
GO_ISOPRENOID_BINDING,0.775995914,0.522641509,0.798876404,0.523899371
GO_PROTEIN_KINASE_A_CATALYTIC_SUBUNIT_BINDING,0.619407559,0.548427673,0.591215526,0.548427673
GO_INOSITOL_TRISPHOSPHATE_KINASE_ACTIVITY,0.538202247,0.583018868,0.538202247,0.583018868
GO_MHC_CLASS_I_PROTEIN_BINDING,0.637487232,0.52327044,0.637487232,0.457861635
GO_ORGANIC_ACID_BINDING,0.864249234,0.561006289,0.935444331,0.469811321
GO_GABA_RECEPTOR_BINDING,0.741062308,0.501257862,0.696527068,0.546540881
GO_CARBOXYLIC_ESTER_HYDROLASE_ACTIVITY,0.850561798,0.580503145,0.877425945,0.578616352
GO_CARBON_SULFUR_LYASE_ACTIVITY,0.531767109,0.459119497,0.531767109,0.459119497
GO_CARGO_RECEPTOR_ACTIVITY,0.848314607,0.539622642,0.874055158,0.61509434
GO_LIPASE_ACTIVATOR_ACTIVITY,0.547191011,0.526415094,0.550051073,0.542767296
GO_SOLUTE_CATION_ANTIPORTER_ACTIVITY,0.787231869,0.459119497,0.830847804,0.454716981
GO_GLUCURONOSYLTRANSFERASE_ACTIVITY,0.752911134,0.54591195,0.775178754,0.552201258
GO_ANNEALING_ACTIVITY,0.62308478,0.60754717,0.62328907,0.593081761
GO_ION_GATED_CHANNEL_ACTIVITY,0.813789581,0.620754717,0.844024515,0.711949686
GO_HYDROGEN_EXPORTING_ATPASE_ACTIVITY,0.63237998,0.621383648,0.624514811,0.571069182
GO_MAP_KINASE_PHOSPHATASE_ACTIVITY,0.55505618,0.432704403,0.55505618,0.481132075
GO_HEPARAN_SULFATE_PROTEOGLYCAN_BINDING,0.741573034,0.654716981,0.763840654,0.513836478
GO_ORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.868743616,0.679245283,0.950868233,0.542767296
GO_WIDE_PORE_CHANNEL_ACTIVITY,0.698876404,0.61509434,0.700919305,0.605031447
GO_DEOXYRIBONUCLEASE_ACTIVITY,0.715219612,0.401886792,0.726762002,0.395597484
GO_RRNA_BINDING,0.664964249,0.482389937,0.661082737,0.467295597
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_SINGLE_DONORS_WITH_INCORPORATION_OF_MOLECULAR_OXYGEN,0.745760981,0.566037736,0.755362615,0.522012579
GO_ORGANIC_ACID_SODIUM_SYMPORTER_ACTIVITY,0.76680286,0.574213836,0.769356486,0.622012579
GO_CARBOHYDRATE_TRANSPORTER_ACTIVITY,0.763329928,0.446540881,0.775689479,0.41572327
GO_VITAMIN_BINDING,0.780286006,0.579245283,0.796016343,0.55408805
GO_RAL_GTPASE_BINDING,0.655158325,0.567295597,0.655158325,0.520754717
GO_CHEMOKINE_ACTIVITY,0.601327886,0.513207547,0.601327886,0.514465409
GO_UDP_GLYCOSYLTRANSFERASE_ACTIVITY,0.817364658,0.537106918,0.892236977,0.587421384
GO_GLUTATHIONE_TRANSFERASE_ACTIVITY,0.625434116,0.532075472,0.63421859,0.53081761
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_OXYGEN_AS_ACCEPTOR,0.637589377,0.489308176,0.618590398,0.520754717
GO_SULFOTRANSFERASE_ACTIVITY,0.786823289,0.602515723,0.849029622,0.481132075
GO_WNT_ACTIVATED_RECEPTOR_ACTIVITY,0.652196118,0.57672956,0.638304392,0.580503145
GO_PHOSPHATIDYLINOSITOL_3_PHOSPHATE_BINDING,0.711235955,0.555345912,0.723697651,0.535220126
GO_LYASE_ACTIVITY,0.840245148,0.642767296,0.882533197,0.51509434
GO_CHOLESTEROL_TRANSPORTER_ACTIVITY,0.704800817,0.435849057,0.695199183,0.385534591
GO_TRANSCRIPTIONAL_ACTIVATOR_ACTIVITY_RNA_POLYMERASE_II_CORE_PROMOTER_PROXIMAL_REGION_SEQUENCE_SPECIFIC_BINDING,0.850255363,0.655345912,0.907660878,0.597484277
GO_SINGLE_STRANDED_DNA_DEPENDENT_ATPASE_ACTIVITY,0.595709908,0.422641509,0.598774259,0.48427673
GO_N_ACYLTRANSFERASE_ACTIVITY,0.82288049,0.620125786,0.856792646,0.442767296
GO_PROTEIN_PHOSPHATASE_1_BINDING,0.688968335,0.467295597,0.692645557,0.409433962
GO_CHEMOATTRACTANT_ACTIVITY,0.672114402,0.521383648,0.674770174,0.510062893
GO_CORECEPTOR_ACTIVITY,0.781409602,0.720754717,0.796424923,0.530188679
GO_QUATERNARY_AMMONIUM_GROUP_BINDING,0.784678243,0.685534591,0.841062308,0.64591195
GO_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY,0.874259448,0.623899371,0.92328907,0.598742138
GO_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY,0.661797753,0.555974843,0.666905005,0.501886792
GO_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.924514811,0.622012579,0.981103166,0.67672956
GO_CHEMOKINE_BINDING,0.635444331,0.437735849,0.647497446,0.467924528
GO_PEPTIDE_HORMONE_BINDING,0.763023493,0.457861635,0.774872319,0.51572327
GO_KINESIN_BINDING,0.762308478,0.569811321,0.771297242,0.57672956
GO_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY,0.817364658,0.593710692,0.884473953,0.520754717
GO_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_BINDING,0.652706844,0.47672956,0.6453524,0.456603774
GO_STEROID_HORMONE_RECEPTOR_BINDING,0.850357508,0.658490566,0.8546476,0.544654088
GO_BITTER_TASTE_RECEPTOR_ACTIVITY,0.672216547,0.435220126,0.653421859,0.41509434
GO_PROTEIN_KINASE_C_ACTIVITY,0.669867211,0.426415094,0.677425945,0.446540881
GO_AU_RICH_ELEMENT_BINDING,0.636976507,0.605660377,0.64412666,0.610691824
GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING,0.854443309,0.558490566,0.924106231,0.364779874
GO_LIPOPROTEIN_PARTICLE_RECEPTOR_ACTIVITY,0.753728294,0.640251572,0.736363636,0.652830189
GO_RNA_HELICASE_ACTIVITY,0.770786517,0.514465409,0.826659857,0.477987421
GO_CYCLIN_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_REGULATOR_ACTIVITY,0.637793667,0.552830189,0.639019408,0.550314465
GO_CCR_CHEMOKINE_RECEPTOR_BINDING,0.58886619,0.613207547,0.58886619,0.613207547
GO_GABA_RECEPTOR_ACTIVITY,0.787129724,0.644025157,0.796527068,0.671698113
GO_DNA_DEPENDENT_ATPASE_ACTIVITY,0.838304392,0.644654088,0.847701736,0.648427673
GO_METALLOPEPTIDASE_ACTIVITY,0.884167518,0.603144654,0.937793667,0.608805031
GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY,0.876200204,0.437106918,0.898467824,0.550943396
